,ship-service-level,Category,Amount
14325,Expedited,T-shirt,1477.0
14326,Expedited,Wallet,419.0
14327,Expedited,Socks,360.0
14328,Expedited,Socks,345.0
14329,Standard,T-shirt,999.0
14330,Standard,T-shirt,1099.0
14331,Standard,T-shirt,999.0
14332,Standard,Shirt,316.0
14333,Expedited,T-shirt,759.0
14334,Expedited,T-shirt,666.0
14335,Expedited,T-shirt,1146.0
14336,Standard,Shirt,549.0
14337,Expedited,T-shirt,
14338,Expedited,Shirt,544.0
14339,Expedited,Shirt,349.0
14340,Expedited,Shirt,568.0
14341,Expedited,Shirt,363.0
14342,Expedited,Shirt,487.0
14343,Expedited,Shirt,432.0
14344,Expedited,Shirt,329.0
14345,Standard,Shirt,432.0
14346,Expedited,Trousers,329.0
14347,Expedited,Shirt,342.0
14348,Expedited,Shirt,471.0
14349,Standard,T-shirt,788.0
14350,Expedited,Shirt,471.0
14351,Expedited,Shirt,471.0
14352,Expedited,Shirt,342.0
14353,Standard,T-shirt,1299.0
14354,Standard,Shirt,
14355,Expedited,Shirt,342.0
14356,Expedited,Shirt,376.0
14357,Expedited,Shirt,399.0
14358,Expedited,T-shirt,814.0
14359,Expedited,Shirt,393.0
14360,Expedited,Shirt,
14361,Expedited,Shirt,
14362,Expedited,Shirt,
14363,Expedited,Shirt,
14364,Expedited,Shirt,
14365,Expedited,Shirt,
14366,Expedited,Shirt,
14367,Standard,T-shirt,
14368,Expedited,T-shirt,680.0
14369,Expedited,T-shirt,499.0
14370,Expedited,T-shirt,629.0
14371,Expedited,Shirt,
14372,Expedited,Shirt,499.0
14373,Expedited,Trousers,574.0
14374,Expedited,Shirt,376.0
14375,Standard,T-shirt,657.0
14376,Standard,T-shirt,1186.0
14377,Standard,Blazzer,791.0
14378,Standard,T-shirt,625.71
14379,Expedited,T-shirt,759.0
14380,Expedited,Socks,518.0
14381,Standard,T-shirt,680.0
14382,Standard,Wallet,665.0
14383,Standard,Shirt,459.0
14384,Expedited,Shirt,471.0
14385,Standard,Shirt,353.0
14386,Expedited,T-shirt,666.0
14387,Standard,Shirt,463.81
14388,Expedited,Shirt,376.0
14389,Expedited,T-shirt,635.0
14390,Expedited,Shirt,471.0
14391,Expedited,T-shirt,999.0
14392,Standard,T-shirt,631.0
14393,Expedited,Shirt,357.0
14394,Expedited,T-shirt,666.0
14395,Standard,Shirt,471.0
14396,Expedited,Perfume,566.0
14397,Expedited,Blazzer,791.0
14398,Standard,Trousers,599.0
14399,Standard,Shirt,329.0
14400,Standard,Shirt,459.0
14401,Expedited,Shirt,471.0
14402,Expedited,Shirt,399.0
14403,Expedited,Shirt,942.0
14404,Expedited,Shirt,363.0
14405,Expedited,T-shirt,1186.0
14406,Expedited,Blazzer,791.0
14407,Expedited,Shirt,442.0
14408,Expedited,Shirt,582.0
14409,Expedited,T-shirt,1213.0
14410,Standard,Shirt,424.76
14411,Standard,Shirt,380.0
14412,Standard,Shirt,475.0
14413,Expedited,T-shirt,1146.0
14414,Expedited,Shirt,376.0
14415,Expedited,T-shirt,788.0
14416,Expedited,T-shirt,612.0
14417,Expedited,T-shirt,788.0
14418,Expedited,T-shirt,612.0
14419,Expedited,Shirt,399.0
14420,Expedited,Shirt,446.0
14421,Expedited,Shirt,432.0
14422,Standard,Shirt,380.0
14423,Expedited,Shirt,376.0
14424,Expedited,T-shirt,635.0
14425,Standard,T-shirt,1149.0
14426,Expedited,T-shirt,1213.0
14427,Standard,Trousers,298.0
14428,Standard,Shirt,380.0
14429,Expedited,T-shirt,612.0
14430,Expedited,Shirt,471.0
14431,Expedited,Shirt,357.0
14432,Expedited,T-shirt,788.0
14433,Expedited,T-shirt,696.0
14434,Expedited,Shirt,442.0
14435,Expedited,Shirt,429.0
14436,Standard,T-shirt,499.0
14437,Expedited,Shirt,
14438,Expedited,Shirt,399.0
14439,Standard,Blazzer,443.0
14440,Expedited,Shirt,429.0
14441,Standard,T-shirt,1369.0
14442,Standard,Shirt,295.0
14443,Standard,Shirt,517.0
14444,Expedited,Blazzer,859.0
14445,Expedited,Shirt,399.0
14446,Standard,T-shirt,1523.0
14447,Standard,Blazzer,690.0
14448,Expedited,Shirt,399.0
14449,Expedited,Shirt,357.0
14450,Expedited,Shirt,471.0
14451,Expedited,Shirt,442.0
14452,Expedited,Shirt,442.0
14453,Expedited,T-shirt,759.0
14454,Expedited,Shirt,357.0
14455,Standard,Shirt,517.0
14456,Standard,Shirt,376.0
14457,Standard,T-shirt,600.95
14458,Expedited,Shirt,399.0
14459,Expedited,Shirt,357.0
14460,Expedited,Socks,345.0
14461,Expedited,T-shirt,449.0
14462,Expedited,Blazzer,791.0
14463,Expedited,Shirt,435.0
14464,Expedited,T-shirt,1213.0
14465,Standard,T-shirt,
14466,Expedited,T-shirt,666.0
14467,Expedited,Shirt,685.0
14468,Expedited,Trousers,493.0
14469,Expedited,T-shirt,595.0
14470,Expedited,T-shirt,788.0
14471,Expedited,Shirt,884.0
14472,Expedited,T-shirt,759.0
14473,Expedited,T-shirt,599.0
14474,Standard,Wallet,339.0
14475,Standard,T-shirt,1099.0
14476,Expedited,Shirt,376.0
14477,Standard,T-shirt,1299.0
14478,Standard,Shirt,399.0
14479,Standard,Shirt,487.0
14480,Expedited,Shirt,399.0
14481,Expedited,Shirt,357.0
14482,Expedited,Shirt,399.0
14483,Standard,Shirt,368.0
14484,Standard,T-shirt,659.0
14485,Standard,Shirt,568.0
14486,Standard,Shirt,454.29
14487,Standard,T-shirt,696.0
14488,Expedited,Shirt,471.0
14489,Expedited,Shirt,435.0
14490,Expedited,Shirt,544.0
14491,Expedited,Trousers,599.0
14492,Expedited,T-shirt,1133.0
14493,Expedited,Shirt,
14494,Expedited,T-shirt,737.0
14495,Standard,Shirt,399.0
14496,Expedited,Shirt,521.0
14497,Expedited,T-shirt,
14498,Standard,Shirt,376.0
14499,Standard,Shirt,345.71
14500,Expedited,T-shirt,788.0
14501,Expedited,Shirt,353.0
14502,Expedited,Trousers,460.0
14503,Standard,Shirt,487.0
14504,Expedited,Shirt,
14505,Expedited,Blazzer,658.0
14506,Expedited,T-shirt,449.0
14507,Expedited,Shirt,291.0
14508,Expedited,Shirt,435.0
14509,Expedited,T-shirt,824.0
14510,Expedited,T-shirt,612.0
14511,Standard,T-shirt,759.0
14512,Expedited,Shirt,329.0
14513,Expedited,T-shirt,
14514,Expedited,Shirt,348.0
14515,Expedited,Shirt,435.0
14516,Expedited,T-shirt,824.0
14517,Expedited,T-shirt,1186.0
14518,Standard,Shirt,316.0
14519,Expedited,Shirt,376.0
14520,Expedited,Shirt,390.0
14521,Expedited,Shirt,399.0
14522,Expedited,T-shirt,635.0
14523,Expedited,Trousers,545.0
14524,Standard,Shirt,771.0
14525,Standard,Shirt,495.0
14526,Expedited,Shirt,511.0
14527,Expedited,Shirt,549.0
14528,Standard,Trousers,385.0
14529,Standard,Shirt,771.0
14530,Standard,Shirt,487.0
14531,Standard,Shirt,487.0
14532,Expedited,Shirt,353.0
14533,Expedited,T-shirt,1146.0
14534,Expedited,Blazzer,791.0
14535,Expedited,T-shirt,613.0
14536,Standard,T-shirt,539.0
14537,Expedited,Shirt,399.0
14538,Expedited,Perfume,791.0
14539,Expedited,T-shirt,788.0
14540,Expedited,Trousers,518.0
14541,Expedited,T-shirt,635.0
14542,Expedited,T-shirt,788.0
14543,Expedited,Shirt,376.0
14544,Expedited,T-shirt,788.0
14545,Expedited,T-shirt,597.0
14546,Expedited,T-shirt,
14547,Expedited,T-shirt,788.0
14548,Expedited,T-shirt,788.0
14549,Expedited,Blazzer,721.0
14550,Expedited,T-shirt,824.0
14551,Expedited,Shirt,487.0
14552,Standard,Shirt,521.0
14553,Standard,T-shirt,696.0
14554,Expedited,Shirt,442.0
14555,Standard,T-shirt,968.0
14556,Expedited,T-shirt,788.0
14557,Standard,T-shirt,759.0
14558,Expedited,T-shirt,1099.0
14559,Expedited,T-shirt,788.0
14560,Expedited,T-shirt,635.0
14561,Expedited,Trousers,387.0
14562,Expedited,Shirt,357.0
14563,Expedited,Shirt,329.0
14564,Standard,Shirt,352.0
14565,Expedited,Shirt,419.0
14566,Standard,T-shirt,995.0
14567,Expedited,T-shirt,1146.0
14568,Expedited,T-shirt,1099.0
14569,Standard,Shirt,437.14
14570,Standard,T-shirt,1186.0
14571,Expedited,Shirt,363.0
14572,Expedited,Shirt,549.0
14573,Standard,Shirt,399.0
14574,Standard,T-shirt,922.0
14575,Expedited,T-shirt,
14576,Expedited,T-shirt,545.0
14577,Standard,Shirt,399.0
14578,Expedited,Shirt,458.0
14579,Expedited,Shirt,399.0
14580,Standard,T-shirt,657.0
14581,Expedited,Shirt,319.0
14582,Expedited,T-shirt,468.0
14583,Standard,Shirt,458.0
14584,Standard,T-shirt,660.0
14585,Expedited,Trousers,690.0
14586,Standard,T-shirt,560.0
14587,Standard,Shirt,399.0
14588,Standard,Shirt,0.0
14589,Expedited,T-shirt,1140.0
14590,Expedited,T-shirt,788.0
14591,Expedited,T-shirt,788.0
14592,Standard,Shirt,380.0
14593,Expedited,Shirt,399.0
14594,Standard,Shirt,399.0
14595,Expedited,Shirt,458.0
14596,Expedited,Shirt,329.0
14597,Expedited,Shirt,376.0
14598,Expedited,Shirt,363.0
14599,Expedited,Blazzer,744.0
14600,Standard,Shirt,549.0
14601,Expedited,Shirt,486.0
14602,Expedited,Shirt,435.0
14603,Expedited,Shirt,291.0
14604,Expedited,Shirt,399.0
14605,Expedited,Blazzer,744.0
14606,Expedited,Trousers,493.0
14607,Expedited,Shirt,318.0
14608,Standard,T-shirt,622.86
14609,Expedited,T-shirt,950.0
14610,Expedited,T-shirt,995.0
14611,Expedited,T-shirt,1112.0
14612,Standard,Blazzer,825.0
14613,Standard,Shirt,495.0
14614,Expedited,Shirt,376.0
14615,Expedited,T-shirt,635.0
14616,Expedited,T-shirt,1112.0
14617,Expedited,Shirt,399.0
14618,Expedited,Shirt,419.0
14619,Expedited,T-shirt,
14620,Expedited,Shirt,
14621,Standard,T-shirt,597.0
14622,Standard,Shirt,725.0
14623,Expedited,T-shirt,751.0
14624,Standard,T-shirt,1432.0
14625,Standard,Shirt,459.0
14626,Standard,Shirt,568.0
14627,Standard,Shirt,399.0
14628,Standard,Shirt,458.0
14629,Expedited,T-shirt,563.0
14630,Expedited,T-shirt,1065.0
14631,Standard,T-shirt,1186.0
14632,Standard,Blazzer,690.0
14633,Standard,Shirt,329.0
14634,Expedited,T-shirt,612.0
14635,Expedited,T-shirt,1133.0
14636,Standard,T-shirt,659.05
14637,Standard,T-shirt,788.0
14638,Standard,Shirt,487.0
14639,Expedited,T-shirt,654.0
14640,Expedited,Shirt,363.0
14641,Standard,T-shirt,654.0
14642,Expedited,T-shirt,1173.0
14643,Standard,Shirt,345.0
14644,Standard,T-shirt,
14645,Standard,T-shirt,
14646,Expedited,Blazzer,744.0
14647,Expedited,Perfume,690.0
14648,Expedited,Shirt,406.0
14649,Expedited,T-shirt,788.0
14650,Standard,Shirt,522.86
14651,Expedited,T-shirt,939.0
14652,Expedited,T-shirt,1112.0
14653,Expedited,T-shirt,597.0
14654,Expedited,T-shirt,568.0
14655,Standard,T-shirt,916.0
14656,Expedited,Blazzer,744.0
14657,Expedited,Blazzer,744.0
14658,Standard,T-shirt,654.0
14659,Expedited,Shirt,685.0
14660,Standard,T-shirt,696.0
14661,Expedited,T-shirt,788.0
14662,Expedited,T-shirt,759.0
14663,Expedited,Shirt,725.0
14664,Expedited,Shirt,459.0
14665,Standard,Shirt,471.43
14666,Expedited,Perfume,799.0
14667,Expedited,T-shirt,597.0
14668,Expedited,Shirt,399.0
14669,Expedited,Shirt,533.0
14670,Expedited,Shirt,399.0
14671,Expedited,Shirt,484.0
14672,Expedited,Shirt,459.0
14673,Expedited,Trousers,518.0
14674,Expedited,T-shirt,824.0
14675,Expedited,Shirt,363.0
14676,Standard,T-shirt,1204.0
14677,Expedited,T-shirt,597.0
14678,Expedited,Shirt,486.0
14679,Expedited,Shirt,376.0
14680,Standard,Blazzer,690.0
14681,Expedited,T-shirt,922.0
14682,Expedited,Blazzer,
14683,Expedited,Blazzer,744.0
14684,Expedited,Trousers,432.0
14685,Expedited,Trousers,487.0
14686,Expedited,Shirt,399.0
14687,Expedited,Shirt,399.0
14688,Expedited,T-shirt,635.0
14689,Standard,Blazzer,744.0
14690,Standard,T-shirt,519.0
14691,Standard,T-shirt,692.0
14692,Expedited,Shirt,517.0
14693,Expedited,T-shirt,1523.0
14694,Expedited,Shirt,429.0
14695,Expedited,T-shirt,1338.0
14696,Standard,Shirt,579.0
14697,Standard,Shirt,459.0
14698,Expedited,T-shirt,654.0
14699,Expedited,Blazzer,744.0
14700,Expedited,Shirt,363.0
14701,Standard,Shirt,517.0
14702,Standard,Perfume,845.0
14703,Expedited,Shirt,486.0
14704,Expedited,Shirt,318.0
14705,Expedited,Shirt,276.0
14706,Standard,T-shirt,662.0
14707,Expedited,T-shirt,1099.0
14708,Expedited,T-shirt,1112.0
14709,Expedited,Blazzer,744.0
14710,Expedited,T-shirt,666.0
14711,Expedited,Shirt,459.0
14712,Standard,Shirt,459.0
14713,Standard,T-shirt,631.0
14714,Expedited,Shirt,399.0
14715,Standard,Shirt,568.0
14716,Expedited,Shirt,399.0
14717,Standard,Shirt,345.0
14718,Standard,Shirt,299.0
14719,Standard,Shirt,329.0
14720,Standard,Blazzer,899.0
14721,Standard,Perfume,845.0
14722,Expedited,Blazzer,859.0
14723,Standard,Shirt,798.0
14724,Expedited,Shirt,499.0
14725,Expedited,T-shirt,759.0
14726,Standard,Shirt,487.0
14727,Expedited,Shirt,399.0
14728,Standard,Shirt,357.0
14729,Expedited,Shirt,429.0
14730,Expedited,T-shirt,1065.0
14731,Expedited,Shirt,363.0
14732,Expedited,T-shirt,597.0
14733,Standard,T-shirt,666.0
14734,Standard,T-shirt,597.0
14735,Expedited,Blazzer,744.0
14736,Standard,T-shirt,1115.0
14737,Standard,Shirt,487.0
14738,Expedited,T-shirt,
14739,Expedited,T-shirt,597.0
14740,Expedited,T-shirt,968.0
14741,Standard,Shirt,568.0
14742,Expedited,T-shirt,801.0
14743,Standard,Shirt,459.0
14744,Standard,T-shirt,631.0
14745,Expedited,Shirt,353.0
14746,Expedited,Shirt,939.0
14747,Expedited,Shirt,458.0
14748,Standard,T-shirt,591.0
14749,Expedited,T-shirt,1099.0
14750,Expedited,Shirt,399.0
14751,Expedited,Shirt,329.0
14752,Expedited,T-shirt,1338.0
14753,Standard,Shirt,495.0
14754,Expedited,T-shirt,1065.0
14755,Expedited,Shirt,517.0
14756,Expedited,Shirt,399.0
14757,Expedited,Shirt,399.0
14758,Expedited,Blazzer,744.0
14759,Standard,Shirt,399.0
14760,Standard,Blazzer,859.0
14761,Standard,Shirt,540.95
14762,Expedited,Shirt,363.0
14763,Expedited,T-shirt,759.0
14764,Standard,Shirt,471.43
14765,Expedited,T-shirt,1112.0
14766,Expedited,T-shirt,
14767,Expedited,Shirt,517.0
14768,Expedited,Trousers,426.0
14769,Expedited,T-shirt,563.0
14770,Expedited,T-shirt,922.0
14771,Expedited,T-shirt,788.0
14772,Expedited,Shirt,533.0
14773,Standard,Shirt,353.0
14774,Standard,Shirt,599.0
14775,Expedited,T-shirt,563.0
14776,Expedited,Trousers,426.0
14777,Standard,Shirt,328.57
14778,Standard,Shirt,313.33
14779,Expedited,Shirt,399.0
14780,Expedited,Shirt,299.0
14781,Standard,Shirt,399.0
14782,Expedited,T-shirt,788.0
14783,Expedited,Shirt,399.0
14784,Expedited,T-shirt,788.0
14785,Standard,Shirt,475.0
14786,Expedited,Wallet,259.0
14787,Expedited,T-shirt,
14788,Expedited,T-shirt,
14789,Standard,Shirt,446.0
14790,Expedited,Blazzer,744.0
14791,Standard,Trousers,540.0
14792,Expedited,T-shirt,595.0
14793,Expedited,T-shirt,567.0
14794,Expedited,Shirt,353.0
14795,Expedited,T-shirt,635.0
14796,Expedited,Blazzer,859.0
14797,Expedited,Trousers,339.0
14798,Expedited,Shirt,429.0
14799,Expedited,T-shirt,696.0
14800,Expedited,Shoes,989.0
14801,Expedited,Shirt,442.0
14802,Standard,Trousers,563.0
14803,Expedited,T-shirt,788.0
14804,Standard,Shirt,459.0
14805,Expedited,Shirt,399.0
14806,Expedited,T-shirt,824.0
14807,Expedited,Shirt,362.0
14808,Standard,Shirt,376.0
14809,Standard,Shirt,363.0
14810,Standard,Shirt,476.0
14811,Expedited,Shirt,362.0
14812,Expedited,T-shirt,680.0
14813,Expedited,Shirt,486.0
14814,Standard,T-shirt,1126.0
14815,Expedited,Blazzer,744.0
14816,Standard,Shirt,540.95
14817,Expedited,Shirt,459.0
14818,Standard,Shirt,0.0
14819,Expedited,T-shirt,1065.0
14820,Expedited,Shirt,375.0
14821,Standard,Shirt,459.0
14822,Expedited,Blazzer,744.0
14823,Expedited,T-shirt,1140.0
14824,Standard,T-shirt,999.0
14825,Standard,Blazzer,791.0
14826,Standard,Shirt,363.0
14827,Expedited,T-shirt,597.0
14828,Expedited,Shirt,399.0
14829,Expedited,Shirt,429.0
14830,Standard,T-shirt,801.0
14831,Expedited,Shirt,487.0
14832,Expedited,T-shirt,657.0
14833,Standard,Shirt,526.0
14834,Expedited,Shirt,295.0
14835,Standard,Blazzer,791.0
14836,Expedited,Shirt,429.0
14837,Expedited,Blazzer,807.0
14838,Standard,T-shirt,551.0
14839,Standard,Shirt,499.0
14840,Standard,T-shirt,654.0
14841,Standard,Shirt,487.0
14842,Standard,T-shirt,715.0
14843,Expedited,Shirt,518.0
14844,Standard,Shirt,358.1
14845,Expedited,T-shirt,1115.0
14846,Standard,T-shirt,654.0
14847,Expedited,T-shirt,696.0
14848,Standard,T-shirt,1186.0
14849,Standard,T-shirt,1186.0
14850,Expedited,T-shirt,1399.0
14851,Standard,Shirt,540.96
14852,Standard,Shirt,
14853,Expedited,Trousers,487.0
14854,Expedited,Shirt,517.0
14855,Expedited,Trousers,359.0
14856,Expedited,Blazzer,744.0
14857,Expedited,Trousers,574.0
14858,Expedited,Shirt,399.0
14859,Standard,Shirt,487.0
14860,Expedited,Shirt,435.0
14861,Expedited,Perfume,845.0
14862,Expedited,Shirt,399.0
14863,Standard,Shirt,357.0
14864,Expedited,Trousers,574.0
14865,Expedited,Shirt,442.0
14866,Expedited,Shirt,484.0
14867,Expedited,Shirt,329.0
14868,Expedited,Shirt,
14869,Expedited,Blazzer,744.0
14870,Expedited,Shirt,442.0
14871,Expedited,Shirt,399.0
14872,Standard,T-shirt,597.0
14873,Expedited,T-shirt,597.0
14874,Expedited,Shirt,399.0
14875,Standard,T-shirt,759.0
14876,Expedited,Shirt,432.0
14877,Standard,Shirt,562.0
14878,Expedited,T-shirt,626.0
14879,Expedited,Shirt,487.0
14880,Expedited,T-shirt,666.0
14881,Expedited,Shirt,487.0
14882,Standard,T-shirt,634.29
14883,Standard,T-shirt,701.9
14884,Standard,Shirt,344.76
14885,Expedited,T-shirt,597.0
14886,Expedited,T-shirt,856.0
14887,Standard,T-shirt,597.0
14888,Expedited,Shirt,782.0
14889,Expedited,Trousers,487.0
14890,Expedited,Shirt,486.0
14891,Standard,Shirt,568.0
14892,Expedited,Wallet,625.0
14893,Standard,Blazzer,690.0
14894,Expedited,T-shirt,1186.0
14895,Expedited,Trousers,487.0
14896,Expedited,T-shirt,560.0
14897,Expedited,Shirt,353.0
14898,Standard,T-shirt,599.0
14899,Standard,Shirt,368.0
14900,Standard,T-shirt,1115.0
14901,Expedited,T-shirt,788.0
14902,Standard,T-shirt,1099.0
14903,Expedited,T-shirt,969.0
14904,Standard,Shirt,399.0
14905,Expedited,T-shirt,714.0
14906,Expedited,Blazzer,744.0
14907,Standard,Shirt,534.0
14908,Standard,Blazzer,496.0
14909,Expedited,Shirt,399.0
14910,Standard,Blazzer,744.0
14911,Expedited,Trousers,339.0
14912,Standard,Shirt,495.0
14913,Standard,T-shirt,716.0
14914,Expedited,T-shirt,597.0
14915,Standard,Shirt,376.0
14916,Standard,T-shirt,684.0
14917,Standard,T-shirt,545.0
14918,Standard,T-shirt,600.95
14919,Standard,Shirt,380.0
14920,Expedited,Shirt,363.0
14921,Expedited,Shirt,429.0
14922,Standard,Shirt,375.0
14923,Standard,T-shirt,654.0
14924,Expedited,T-shirt,725.0
14925,Expedited,T-shirt,1237.0
14926,Expedited,T-shirt,597.0
14927,Standard,T-shirt,600.95
14928,Expedited,T-shirt,653.0
14929,Standard,Shirt,319.0
14930,Standard,T-shirt,631.0
14931,Standard,Trousers,391.0
14932,Standard,Shirt,380.0
14933,Expedited,T-shirt,1140.0
14934,Expedited,Shirt,376.0
14935,Standard,Shirt,380.0
14936,Expedited,Shirt,459.0
14937,Expedited,Shirt,399.0
14938,Expedited,Shirt,442.0
14939,Expedited,Shirt,487.0
14940,Expedited,Trousers,563.0
14941,Expedited,Shirt,380.0
14942,Expedited,Shirt,318.0
14943,Expedited,Shirt,399.0
14944,Standard,Shirt,458.0
14945,Standard,Shirt,249.0
14946,Standard,T-shirt,680.0
14947,Expedited,Shirt,
14948,Expedited,T-shirt,563.0
14949,Expedited,T-shirt,599.0
14950,Expedited,Shirt,533.0
14951,Expedited,T-shirt,788.0
14952,Expedited,Shirt,376.0
14953,Expedited,T-shirt,968.0
14954,Expedited,T-shirt,1112.0
14955,Expedited,T-shirt,654.0
14956,Expedited,T-shirt,666.0
14957,Standard,Shirt,399.0
14958,Expedited,T-shirt,788.0
14959,Standard,Shirt,475.0
14960,Expedited,Shirt,399.0
14961,Expedited,Shirt,442.0
14962,Standard,T-shirt,636.0
14963,Expedited,Shirt,295.0
14964,Expedited,Shirt,471.0
14965,Expedited,Shirt,
14966,Standard,T-shirt,881.0
14967,Expedited,Trousers,599.0
14968,Standard,T-shirt,1338.0
14969,Expedited,Trousers,487.0
14970,Expedited,T-shirt,653.0
14971,Standard,T-shirt,825.0
14972,Expedited,T-shirt,763.0
14973,Expedited,T-shirt,889.0
14974,Expedited,T-shirt,1099.0
14975,Standard,Shirt,0.0
14976,Expedited,T-shirt,788.0
14977,Standard,T-shirt,699.0
14978,Expedited,T-shirt,888.0
14979,Standard,Shirt,579.0
14980,Standard,T-shirt,551.43
14981,Standard,Blazzer,791.0
14982,Expedited,Shirt,376.0
14983,Standard,Shirt,399.0
14984,Expedited,Shirt,399.0
14985,Expedited,Shirt,319.0
14986,Expedited,Shirt,316.0
14987,Standard,Shirt,269.52
14988,Expedited,T-shirt,881.0
14989,Expedited,T-shirt,968.0
14990,Expedited,T-shirt,788.0
14991,Standard,Shirt,492.38
14992,Expedited,T-shirt,635.0
14993,Expedited,Shirt,517.0
14994,Standard,Shirt,495.0
14995,Expedited,T-shirt,612.0
14996,Expedited,T-shirt,1140.0
14997,Expedited,Trousers,432.0
14998,Standard,Shirt,399.0
14999,Standard,T-shirt,759.0
15000,Standard,Perfume,845.0
15001,Standard,Shirt,499.0
15002,Standard,Blazzer,744.0
15003,Standard,T-shirt,1186.0
15004,Standard,Shirt,352.0
15005,Standard,Shirt,0.0
15006,Expedited,Shirt,599.0
15007,Expedited,Shirt,533.0
15008,Standard,Perfume,999.0
15009,Standard,Shirt,353.0
15010,Expedited,Shirt,471.0
15011,Standard,Shirt,499.0
15012,Expedited,T-shirt,597.0
15013,Expedited,Shirt,429.0
15014,Expedited,T-shirt,586.0
15015,Expedited,T-shirt,635.0
15016,Expedited,Shirt,329.0
15017,Standard,Shirt,475.0
15018,Standard,Shirt,399.0
15019,Expedited,Trousers,487.0
15020,Expedited,Shirt,533.0
15021,Expedited,Shirt,484.0
15022,Standard,T-shirt,
15023,Standard,T-shirt,1186.0
15024,Expedited,Shirt,471.0
15025,Standard,Shirt,283.0
15026,Expedited,T-shirt,852.0
15027,Expedited,Trousers,493.0
15028,Standard,T-shirt,1099.0
15029,Standard,T-shirt,654.0
15030,Expedited,T-shirt,1115.0
15031,Expedited,Trousers,399.0
15032,Expedited,T-shirt,612.0
15033,Expedited,Trousers,545.0
15034,Expedited,Shirt,533.0
15035,Expedited,T-shirt,1112.0
15036,Standard,Shirt,495.0
15037,Expedited,T-shirt,968.0
15038,Standard,Trousers,487.0
15039,Expedited,T-shirt,1146.0
15040,Expedited,T-shirt,654.0
15041,Expedited,Shirt,435.0
15042,Expedited,T-shirt,725.0
15043,Standard,Shirt,399.0
15044,Expedited,Shirt,399.0
15045,Standard,Shirt,249.0
15046,Expedited,T-shirt,759.0
15047,Expedited,T-shirt,
15048,Standard,Shirt,
15049,Expedited,Trousers,599.0
15050,Standard,Shirt,568.0
15051,Standard,Shirt,399.0
15052,Expedited,T-shirt,599.0
15053,Expedited,Blazzer,744.0
15054,Expedited,Shirt,
15055,Standard,T-shirt,563.0
15056,Expedited,Wallet,
15057,Expedited,Blazzer,744.0
15058,Expedited,Blazzer,744.0
15059,Standard,Trousers,690.0
15060,Expedited,Shirt,399.0
15061,Expedited,Shirt,442.0
15062,Expedited,Shirt,
15063,Expedited,Shirt,737.0
15064,Expedited,Shirt,435.0
15065,Standard,Shirt,
15066,Expedited,Shirt,365.0
15067,Expedited,Shirt,399.0
15068,Standard,Shirt,313.33
15069,Standard,Shirt,0.0
15070,Expedited,T-shirt,563.0
15071,Expedited,T-shirt,612.0
15072,Expedited,Shirt,329.0
15073,Expedited,Shirt,
15074,Expedited,Shirt,399.0
15075,Expedited,Shirt,419.0
15076,Standard,Shirt,376.0
15077,Expedited,T-shirt,788.0
15078,Expedited,T-shirt,788.0
